	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
129	64609.0	Ilyonectria destructans	KAH6983901.1	250.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2e-56	205.4	11.2	1.0	1.0	1.8e-61	2.8e-56	204.9	11.2	9.0	181.0	15.0	186.0	7.0	187.0	0.9	family 45 glycosyl hydrolase [Ilyonectria destructans]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Ilyonectria destructans	brown
583	1187925.0	Alternaria hordeiaustralica	XP_049241644.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.3e-56	205.1	12.3	1.0	1.0	2.1e-61	3.3e-56	204.7	12.3	4.0	181.0	10.0	186.0	7.0	187.0	0.93	uncharacterized protein J4E84_007965 [Alternaria hordeiaustralica]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria hordeiaustralica	brown
543	1053134.0	Fusarium zealandicum	KAF4976437.1	258.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.2e-56	205.2	10.9	1.0	1.0	2.1e-61	3.3e-56	204.7	10.9	9.0	181.0	12.0	178.0	4.0	179.0	0.93	hypothetical protein FZEAL_6875, partial [Fusarium zealandicum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium zealandicum	brown
620	1287680.0	Neofusicoccum parvum UCRNP2	EOD48274.1	223.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.6e-56	205.0	14.0	1.0	1.0	2.3e-61	3.6e-56	204.5	14.0	14.0	181.0	16.0	179.0	5.0	180.0	0.95	putative glycoside hydrolase family 45 protein [Neofusicoccum parvum UCRNP2]	False	Eukaryota	Fungi	Ascomycota	Botryosphaeriales	Neofusicoccum parvum	brown
465	682080.0	Polyplosphaeria fusca	KAF2736522.1	263.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.7e-56	204.9	16.8	1.0	1.0	2.4e-61	3.7e-56	204.5	16.8	3.0	181.0	10.0	187.0	8.0	188.0	0.96	hypothetical protein EJ04DRAFT_521924 [Polyplosphaeria fusca]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Polyplosphaeria fusca	brown
918	2663374.0	Xylaria sp. FL0064	KAI0813711.1	237.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.7e-56	205.0	12.1	1.0	1.0	2.4e-61	3.7e-56	204.5	12.1	12.0	179.0	18.0	181.0	6.0	185.0	0.94	glycoside hydrolase family 45 protein [Xylaria sp. FL0064]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria sp. FL0064	brown
477	706561.0	Salinomyces thailandica	TKA33350.1	354.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.9e-56	205.5	15.4	1.0	1.0	2.4e-61	3.8e-56	204.5	15.4	8.0	181.0	14.0	186.0	7.0	187.0	0.91	hypothetical protein B0A50_00903 [Salinomyces thailandica]	False	Eukaryota	Fungi	Ascomycota	Mycosphaerellales	Salinomyces thailandica	brown
402	444603.0	Phyllotreta striolata	CAG9862503.1	241.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.2e-56	204.7	10.9	1.0	1.0	2.6e-61	4e-56	204.4	10.9	14.0	179.0	26.0	192.0	8.0	196.0	0.91	unnamed protein product [Phyllotreta striolata]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Phyllotreta striolata	pink
585	1187941.0	Alternaria rosae	XP_046020208.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.9e-56	204.9	12.7	1.0	1.0	2.6e-61	4.1e-56	204.3	12.7	4.0	181.0	10.0	186.0	7.0	187.0	0.93	endoglucanase-5 [Alternaria rosae]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria rosae	brown
319	278944.0	Botryotinia narcissicola	TGO50713.1	336.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.1e-56	204.4	13.6	1.0	1.0	2.6e-61	4.1e-56	204.4	13.6	10.0	181.0	16.0	190.0	7.0	191.0	0.91	hypothetical protein BOTNAR_0383g00120 [Botryotinia narcissicola]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Botryotinia narcissicola	brown
45	33203.0	Purpureocillium lilacinum	XP_018173442.1	234.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.2e-56	204.7	10.8	1.0	1.0	2.7e-61	4.1e-56	204.3	10.8	13.0	181.0	18.0	181.0	4.0	182.0	0.94	endoglucanase-5 [Purpureocillium lilacinum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Purpureocillium lilacinum	brown
511	930090.0	Bipolaris oryzae ATCC 44560	XP_007686761.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.1e-56	204.7	12.8	1.0	1.0	2.7e-61	4.2e-56	204.3	12.8	6.0	181.0	12.0	185.0	7.0	186.0	0.93	glycoside hydrolase family 45 protein [Bipolaris oryzae ATCC 44560]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Bipolaris oryzae	brown
26	5544.0	Trichoderma harzianum	KKP03437.1	250.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.1e-56	204.7	10.9	1.0	1.0	2.7e-61	4.2e-56	204.3	10.9	8.0	181.0	14.0	186.0	6.0	187.0	0.9	glycosyl hydrolase family 45 [Trichoderma harzianum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Trichoderma harzianum	brown
734	1485227.0	Leptodontidium sp. 2 PMI_412	KAH9214542.1	224.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3e-56	204.8	14.9	1.0	1.0	2.8e-61	4.3e-56	204.3	14.9	12.0	181.0	12.0	183.0	2.0	184.0	0.93	family 45 glycosyl hydrolase, partial [Leptodontidium sp. 2 PMI_412]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Leptodontidium sp. 2 PMI_412	brown
406	460854.0	Candelina submexicana	KAI9787368.1	209.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.4e-56	204.6	17.4	1.0	1.0	2.9e-61	4.5e-56	204.2	17.4	7.0	181.0	15.0	188.0	9.0	189.0	0.91	MAG: hypothetical protein M1835_002780 [Candelina submexicana]	False	Eukaryota	Fungi	Ascomycota	Candelariales	Candelina submexicana	brown
779	1803070.0	Xylaria cf. heliscus	KAI0468121.1	315.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.6e-56	204.2	15.2	1.0	1.0	2.9e-61	4.6e-56	204.2	15.2	7.0	179.0	15.0	183.0	9.0	187.0	0.93	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Xylaria cf. heliscus]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria cf. heliscus	brown
545	1079257.0	Ilyonectria robusta	XP_046102115.1	386.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.7e-56	204.2	15.6	1.0	1.0	3e-61	4.7e-56	204.2	15.6	12.0	181.0	15.0	180.0	4.0	181.0	0.94	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Ilyonectria robusta]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Ilyonectria robusta	brown
559	1109443.0	Serendipita indica DSM 11827	CAG7852763.1	305.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.7e-56	204.2	17.6	1.0	1.0	3e-61	4.7e-56	204.2	17.6	11.0	182.0	18.0	184.0	8.0	184.0	0.93	Putative endoglucanase type K; AltName: Full=Cellulase; AltName: Full=Endo-1,4-beta-glucanase; Flags: Precursor [Serendipita indica DSM 11827]	False	Eukaryota	Fungi	Basidiomycota	Sebacinales	Serendipita indica	brown
930	2732418.0	Nowakowskiella sp. JEL0407	KAJ3121391.1	251.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.8e-56	204.9	18.6	1.0	1.0	3.1e-61	4.8e-56	204.1	18.6	15.0	182.0	40.0	214.0	31.0	214.0	0.93	hypothetical protein HK098_003731 [Nowakowskiella sp. JEL0407]	False	Eukaryota	Fungi	Chytridiomycota	Cladochytriales	Nowakowskiella sp. JEL0407	brown
873	2600225.0	Tulasnella sp. 417	KAG8932837.1	775.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.8e-56	204.1	19.8	1.0	1.0	3.1e-61	4.8e-56	204.1	19.8	6.0	182.0	10.0	186.0	6.0	186.0	0.94	hypothetical protein FRC01_012170 [Tulasnella sp. 417]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Tulasnella sp. 417	brown
907	2614609.0	Xylariomycetidae sp. FL2044	KAH9904352.1	239.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.3e-56	204.7	11.2	1.0	1.0	3.1e-61	4.8e-56	204.1	11.2	4.0	179.0	13.0	184.0	10.0	188.0	0.95	glycoside hydrolase family 45 protein [Xylariomycetidae sp. FL2044]	False	Eukaryota	Fungi	Ascomycota		Xylariomycetidae sp. FL2044	brown
114	57161.0	Fusarium decemcellulare	KAF5008016.1	403.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5e-56	204.1	12.8	1.0	1.0	3.2e-61	5e-56	204.1	12.8	10.0	181.0	13.0	178.0	4.0	179.0	0.94	hypothetical protein FDECE_5700 [Fusarium decemcellulare]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium decemcellulare	brown
404	460848.0	Candelaria pacifica	KAI9719454.1	343.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.1e-56	204.0	16.8	1.0	1.0	3.3e-61	5.1e-56	204.0	16.8	8.0	181.0	17.0	188.0	9.0	189.0	0.91	MAG: hypothetical protein M1812_003525 [Candelaria pacifica]	False	Eukaryota	Fungi	Ascomycota	Candelariales	Candelaria pacifica	brown
412	477509.0	Xylaria telfairii	KAI0446895.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.8e-56	204.5	12.4	1.0	1.0	3.3e-61	5.1e-56	204.1	12.4	4.0	179.0	9.0	180.0	6.0	184.0	0.94	glycoside hydrolase family 45 protein [Xylaria telfairii]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria telfairii	brown
564	1137138.0	Pleurotus ostreatus PC15	KDQ31420.1	309.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.9e-56	204.8	12.7	1.0	1.0	3.4e-61	5.2e-56	204.0	12.7	7.0	181.0	9.0	188.0	4.0	189.0	0.9	glycoside hydrolase family 45 protein [Pleurotus ostreatus PC15]	False	Eukaryota	Fungi	Basidiomycota	Agaricales	Agaricus ostreatus Jacq., 1774	brown
978	2906758.0	Myxococcus qinghaiensis	MCP3162182.1	221.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.6e-56	204.2	12.5	1.0	1.0	3.5e-61	5.4e-56	204.0	12.5	5.0	182.0	5.0	180.0	1.0	180.0	0.94	hypothetical protein [Myxococcus qinghaiensis]	False	Bacteria		Myxococcota	Myxococcales	Myxococcus qinghaiensis	blue
691	1420915.0	Pseudogymnoascus sp. VKM F-4520 (FW-2644)	KFZ16307.1	248.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.7e-56	204.5	11.9	1.0	1.0	3.6e-61	5.5e-56	203.9	11.9	15.0	181.0	22.0	188.0	8.0	189.0	0.95	hypothetical protein V502_05163, partial [Pseudogymnoascus sp. VKM F-4520 (FW-2644)]	False	Eukaryota	Fungi	Ascomycota		Pseudogymnoascus sp. VKM F-4520 (FW-2644)	brown
600	1237068.0	Fusarium albosuccineum	KAF4462900.1	403.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.5e-56	203.9	13.3	1.0	1.0	3.5e-61	5.5e-56	203.9	13.3	10.0	181.0	13.0	178.0	4.0	179.0	0.94	endoglucanase type K [Fusarium albosuccineum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium albosuccineum	brown
72	42375.0	Xylaria curta	KAI0554375.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.3e-56	204.3	14.0	1.0	1.0	3.8e-61	5.9e-56	203.8	14.0	9.0	180.0	14.0	180.0	6.0	183.0	0.94	glycoside hydrolase family 45 protein [Xylaria curta]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria curta	brown
460	669026.0	Staphylotrichum longicolle	KAG7292457.1	226.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.1e-56	204.3	13.3	1.0	1.0	3.9e-61	6.1e-56	203.8	13.3	13.0	181.0	16.0	184.0	5.0	185.0	0.92	hypothetical protein NEMBOFW57_002492 [Staphylotrichum longicolle]	False	Eukaryota	Fungi	Ascomycota	Sordariales	Staphylotrichum longicolle	brown
109	55169.0	Botryosphaeria dothidea	KAF4302414.1	222.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.5e-56	204.2	12.1	1.0	1.0	4.1e-61	6.3e-56	203.7	12.1	13.0	182.0	15.0	181.0	4.0	181.0	0.92	Glycoside hydrolase family 45 [Botryosphaeria dothidea]	False	Eukaryota	Fungi	Ascomycota	Botryosphaeriales	Botryosphaeria dothidea (Moug. ex Fr.) Ces. & De Not., 1863	brown
760	1622147.0	Pseudogymnoascus sp. WSF 3629	OBT41744.1	304.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.3e-56	203.7	11.6	1.0	1.0	4e-61	6.3e-56	203.7	11.6	15.0	181.0	22.0	188.0	8.0	189.0	0.95	hypothetical protein VE00_07983 [Pseudogymnoascus sp. WSF 3629]	False	Eukaryota	Fungi	Ascomycota		Pseudogymnoascus sp. WSF 3629	brown
761	1622148.0	Pseudogymnoascus sp. 03VT05	OBT81851.1	304.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.4e-56	203.7	11.5	1.0	1.0	4.1e-61	6.4e-56	203.7	11.5	15.0	181.0	22.0	188.0	8.0	189.0	0.95	hypothetical protein VE02_09709 [Pseudogymnoascus sp. 03VT05]	False	Eukaryota	Fungi	Ascomycota		Pseudogymnoascus sp. 03VT05	brown
685	1420909.0	Pseudogymnoascus sp. VKM F-4515 (FW-2607)	KFY56256.1	307.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.4e-56	203.7	11.0	1.0	1.0	4.1e-61	6.4e-56	203.7	11.0	14.0	182.0	21.0	189.0	8.0	189.0	0.95	hypothetical protein V496_06744 [Pseudogymnoascus sp. VKM F-4515 (FW-2607)]	False	Eukaryota	Fungi	Ascomycota		Pseudogymnoascus sp. VKM F-4515 (FW-2607)	brown
707	1469910.0	Ophiobolus disseminans	KAF2820458.1	233.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.7e-56	203.9	16.4	1.0	1.0	4.6e-61	7.2e-56	203.5	16.4	3.0	181.0	9.0	186.0	7.0	187.0	0.96	glycoside hydrolase [Ophiobolus disseminans]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Ophiobolus disseminans	brown
877	2600229.0	Tulasnella sp. 425	KAG8974745.1	239.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.9e-56	204.1	17.1	1.0	1.0	4.6e-61	7.2e-56	203.6	17.1	4.0	181.0	6.0	181.0	3.0	182.0	0.93	hypothetical protein FRC05_006905 [Tulasnella sp. 425]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Tulasnella sp. 425	brown
283	195108.0	Fusarium falciforme	KAJ4175147.1	373.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.7999999999999985e-56	203.4	12.3	1.0	1.0	5.0000000000000005e-61	7.7999999999999985e-56	203.4	12.3	12.0	181.0	14.0	180.0	4.0	181.0	0.94	hypothetical protein NW754_005567 [Fusarium falciforme]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium falciforme	brown
515	936078.0	Plectosphaerella plurivora	KAH6695055.1	367.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.5e-56	203.3	9.9	1.0	1.0	5.5e-61	8.5e-56	203.3	9.9	12.0	181.0	17.0	182.0	5.0	183.0	0.94	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Plectosphaerella plurivora]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Plectosphaerella plurivora	brown
541	1051616.0	Verticillium nonalfalfae	XP_028490491.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.3e-56	203.7	10.5	1.0	1.0	5.6e-61	8.7e-56	203.3	10.5	11.0	181.0	17.0	188.0	7.0	189.0	0.93	uncharacterized protein D7B24_003863 [Verticillium nonalfalfae]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	CBS 130339	brown
185	100787.0	Verticillium longisporum	KAG7108607.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.4e-56	203.7	10.5	1.0	1.0	5.6e-61	8.7e-56	203.3	10.5	11.0	181.0	17.0	188.0	7.0	189.0	0.93	putative endoglucanase type K like protein [Verticillium longisporum]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Verticillium longisporum	brown
38	27337.0	Verticillium dahliae	PNH32430.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.2e-56	203.8	10.5	1.0	1.0	5.6e-61	8.7e-56	203.3	10.5	11.0	181.0	17.0	188.0	7.0	189.0	0.93	hypothetical protein BJF96_g4268 [Verticillium dahliae]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Verticillium dahliae	brown
650	1328300.0	Fusarium keratoplasticum	XP_052912587.1	394.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.9e-56	203.2	12.3	1.0	1.0	5.7e-61	8.9e-56	203.2	12.3	12.0	181.0	14.0	180.0	4.0	181.0	0.94	Cellulase [Fusarium keratoplasticum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium keratoplasticum	brown
267	169388.0	Fusarium solani	XP_046132090.1	395.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.999999999999998e-56	203.2	12.3	1.0	1.0	5.8e-61	8.999999999999998e-56	203.2	12.3	12.0	181.0	14.0	180.0	4.0	181.0	0.94	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Fusarium solani]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium solani	brown
437	578455.0	Thermothielavioides terrestris NRRL 8126	XP_003651003.1	299.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.1e-56	203.2	14.4	1.0	1.0	5.9e-61	9.1e-56	203.2	14.4	12.0	181.0	18.0	182.0	6.0	183.0	0.94	glycoside hydrolase family 45 protein [Thermothielavioides terrestris NRRL 8126]	False	Eukaryota	Fungi	Ascomycota	Sordariales	Thermothielavioides terrestris	brown
177	97331.0	Arthrobotrys flagrans	RVD89488.1	302.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.1e-56	203.2	13.4	1.0	1.0	5.9e-61	9.1e-56	203.2	13.4	15.0	182.0	96.0	262.0	92.0	262.0	0.93	hypothetical protein DFL_000493 [Arthrobotrys flagrans]	False	Eukaryota	Fungi	Ascomycota	Orbiliales	Arthrobotrys flagrans	brown
992	2978357.0	Neurospora sp. IMI 360204	KAJ4392548.1	293.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.1e-56	203.2	12.3	1.0	1.0	5.8e-61	9.1e-56	203.2	12.3	12.0	181.0	18.0	182.0	5.0	183.0	0.94	hypothetical protein N0V85_006964 [Neurospora sp. IMI 360204]	False	Eukaryota	Fungi	Ascomycota	Sordariales	Neurospora sp. IMI 360204	brown
405	460853.0	Candelina mexicana	KAI9705943.1	340.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.1e-56	203.2	17.9	1.0	1.0	5.9e-61	9.1e-56	203.2	17.9	8.0	181.0	16.0	188.0	9.0	189.0	0.91	MAG: hypothetical protein M1836_005349 [Candelina mexicana]	False	Eukaryota	Fungi	Ascomycota	Candelariales	Candelina mexicana	brown
778	1799007.0	Hypoxylon argillaceum	KAI0876162.1	240.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.3e-56	203.7	14.7	1.0	1.0	6.1e-61	9.5e-56	203.2	14.7	12.0	179.0	20.0	183.0	7.0	186.0	0.93	glycoside hydrolase family 45 protein [Hypoxylon argillaceum]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Hypoxylon argillaceum	brown
178	97359.0	Auriculariopsis ampla	TRM59540.1	201.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.399999999999999e-56	203.5	13.3	1.0	1.0	6.2e-61	9.7e-56	203.1	13.3	21.0	182.0	2.0	160.0	1.0	160.0	0.97	glycoside hydrolase family 45 protein [Auriculariopsis ampla]	False	Eukaryota	Fungi	Basidiomycota	Agaricales	Auriculariopsis ampla	brown
500	798071.0	Paraphoma chrysanthemicola	KAH7086380.1	231.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.399999999999999e-56	203.5	15.5	1.0	1.0	6.3e-61	9.7e-56	203.1	15.5	6.0	181.0	12.0	184.0	6.0	185.0	0.92	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Paraphoma chrysanthemicola]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	CBS 522.66	brown
753	1571157.0	Coniochaeta sp. 2T2.1	KAB5578511.1	250.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.8e-56	203.6	13.6	1.0	1.0	6.3e-61	9.899999999999999e-56	203.1	13.6	13.0	182.0	21.0	190.0	9.0	190.0	0.92	glycoside hydrolase family 45 protein [Coniochaeta sp. 2T2.1]	False	Eukaryota	Fungi	Ascomycota	Coniochaetales	Coniochaeta sp. 2T2.1	brown
762	1622149.0	Pseudogymnoascus sp. 05NY08	OBT78652.1	304.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-55	203.0	12.1	1.0	1.0	6.6e-61	1e-55	203.0	12.1	15.0	181.0	22.0	188.0	8.0	189.0	0.95	hypothetical protein VF21_02270 [Pseudogymnoascus sp. 05NY08]	False	Eukaryota	Fungi	Ascomycota		Pseudogymnoascus sp. 05NY08	brown
163	86630.0	Rhizopus azygosporus	RCH89711.1	241.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.0999999999999985e-56	203.4	18.0	1.0	1.0	6.5e-61	1e-55	203.1	18.0	14.0	181.0	31.0	199.0	14.0	200.0	0.92	hypothetical protein CU097_003761 [Rhizopus azygosporus]	False	Eukaryota	Fungi	Mucoromycota	Mucorales	Rhizopus azygosporus	brown
498	765868.0	Stagonospora sp. SRC1lsM3a	OAK97630.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.5e-56	203.3	15.5	1.0	1.0	7.1e-61	1.1e-55	202.9	15.5	3.0	181.0	9.0	185.0	7.0	186.0	0.93	glycoside hydrolase [Stagonospora sp. SRC1lsM3a]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Stagonospora sp. SRC1lsM3a	brown
226	116794.0	Heterodermia speciosa	CAF9925014.1	203.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.4e-56	203.2	16.0	1.0	1.0	7.4e-61	1.1e-55	202.9	16.0	3.0	178.0	13.0	179.0	9.0	183.0	0.9	hypothetical protein HETSPECPRED_005721 [Heterodermia speciosa]	False	Eukaryota	Fungi	Ascomycota	Caliciales	Heterodermia speciosa	brown
561	1126212.0	Macrophomina phaseolina MS6	EKG14016.1	222.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.6e-56	203.3	13.5	1.0	1.0	7.7e-61	1.2e-55	202.8	13.5	14.0	182.0	16.0	181.0	5.0	181.0	0.92	Glycoside hydrolase family 45 [Macrophomina phaseolina MS6]	False	Eukaryota	Fungi	Ascomycota	Botryosphaeriales	Macrophomina phaseolina	brown
104	50376.0	Venturia effusa	QDS72490.1	767.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.5e-56	203.9	18.1	1.0	1.0	8e-61	1.2e-55	202.8	18.1	3.0	181.0	12.0	188.0	10.0	189.0	0.95	hypothetical protein FKW77_010037 [Venturia effusa]	False	Eukaryota	Fungi	Ascomycota	Venturiales	Venturia effusa	brown
22	5520.0	Microdochium nivale	KAJ1325916.1	234.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.4e-56	203.3	13.8	1.0	1.0	8e-61	1.2e-55	202.8	13.8	12.0	179.0	17.0	180.0	5.0	183.0	0.93	Glycosyl hydrolase family 45 [Microdochium nivale]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Microdochium nivale	brown
485	743302.0	Xylaria venustula	KAI1302869.1	238.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.8999999999999985e-56	203.4	13.2	1.0	1.0	7.499999999999999e-61	1.2e-55	202.9	13.2	9.0	179.0	15.0	182.0	6.0	186.0	0.93	K-family cellulase [Xylaria venustula]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria venustula	brown
684	1420908.0	Pseudogymnoascus sp. VKM F-4514 (FW-929)	KFY46015.1	252.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.0999999999999985e-56	203.4	10.5	1.0	1.0	7.4e-61	1.2e-55	202.9	10.5	15.0	181.0	32.0	198.0	19.0	199.0	0.95	hypothetical protein V495_02698, partial [Pseudogymnoascus sp. VKM F-4514 (FW-929)]	False	Eukaryota	Fungi	Ascomycota		Pseudogymnoascus sp. VKM F-4514 (FW-929)	brown
955	2829485.0	Pyrenochaeta sp. MPI-SDFR-AT-0127	KAH7357557.1	226.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.6e-56	203.2	14.4	1.0	1.0	8.599999999999998e-61	1.3e-55	202.7	14.4	4.0	181.0	10.0	184.0	6.0	185.0	0.92	glycoside hydrolase [Pyrenochaeta sp. MPI-SDFR-AT-0127]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Pyrenochaeta sp. MPI-SDFR-AT-0127	brown
869	2600214.0	Serendipita sp. 401	KAG8819364.1	352.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-55	202.7	14.5	1.0	1.0	8.299999999999999e-61	1.3e-55	202.7	14.5	12.0	182.0	15.0	180.0	5.0	180.0	0.93	hypothetical protein FRC19_009844 [Serendipita sp. 401]	False	Eukaryota	Fungi	Basidiomycota	Sebacinales	Serendipita sp. 401	brown
507	913774.0	Oidiodendron maius Zn	KIM97776.1	321.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-55	202.8	18.8	1.0	1.0	8.1e-61	1.3e-55	202.8	18.8	15.0	181.0	9.0	177.0	4.0	178.0	0.95	carbohydrate-binding module family 1 protein [Oidiodendron maius Zn]	False	Eukaryota	Fungi	Ascomycota		Oidiodendron maius	brown
