target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
XP_039540452.1	-	644	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-12	60.5	1.9	1	1	1.2e-16	1.7e-11	58.6	1.9	3	63	544	599	542	601	0.89	DNA endonuclease RBBP8 isoform X2 [Pimephales promelas]	Pimephales promelas
XP_016067004.1	-	820	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.7	1	1	1.5e-16	2e-11	58.4	0.7	3	63	722	777	720	779	0.90	PREDICTED: DNA endonuclease RBBP8 isoform X4 [Miniopterus natalensis]	Miniopterus natalensis
XP_027850139.1	-	393	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	2.5	1	1	9.3e-17	1.3e-11	59.0	2.5	3	63	333	392	331	393	0.94	uncharacterized protein LOC114129561 [Aphis gossypii]	Aphis gossypii
XP_030827738.1	-	907	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.6	1	1	2.1e-16	2.9e-11	57.9	0.6	4	63	810	864	807	866	0.90	DNA endonuclease RBBP8 [Camarhynchus parvulus]	Camarhynchus parvulus
NWQ68872.1	-	919	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.8	1	1	2e-16	2.8e-11	57.9	0.8	4	63	822	876	819	878	0.90	CTIP endonuclease [Neopipo cinnamomea]	Neopipo cinnamomea
NXO28289.1	-	924	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.7	1	1	1.9e-16	2.7e-11	58.0	0.7	4	63	827	881	824	883	0.90	CTIP endonuclease [Cisticola juncidis]	Cisticola juncidis
XP_030922440.1	-	902	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.6	1	1	2.1e-16	2.8e-11	57.9	0.6	4	63	805	859	802	861	0.90	LOW QUALITY PROTEIN: DNA endonuclease RBBP8 [Geospiza fortis]	Geospiza fortis
XP_021501093.1	-	890	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.6	1	1	3.3e-17	4.5e-12	60.5	0.6	3	63	792	847	790	849	0.90	DNA endonuclease RBBP8 [Meriones unguiculatus]	Meriones unguiculatus
XP_055481726.1	-	890	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.6	1	1	3.3e-17	4.5e-12	60.5	0.6	3	63	792	847	790	849	0.90	DNA endonuclease RBBP8 [Psammomys obesus]	Psammomys obesus
KAF6303171.1	-	852	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.7	1	1	1.5e-16	2.1e-11	58.3	0.7	3	63	754	809	752	811	0.90	RB binding protein 8, endonuclease [Rhinolophus ferrumequinum]	Rhinolophus ferrumequinum
NWH30209.1	-	928	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.8	1	1	1.7e-16	2.3e-11	58.2	0.8	4	63	831	885	828	887	0.90	CTIP endonuclease [Chloropsis hardwickii]	Chloropsis hardwickii
NXV01152.1	-	927	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.8	1	1	1.7e-16	2.3e-11	58.2	0.8	4	63	830	884	827	886	0.90	CTIP endonuclease [Cettia cetti]	Cettia cetti
XP_029416427.1	-	921	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.8	1	1	1.9e-16	2.7e-11	58.0	0.8	4	63	824	878	821	880	0.90	DNA endonuclease RBBP8 isoform X1 [Nannospalax galili]	Nannospalax galili
XP_010154428.1	-	860	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.5	0.7	1	1	1.7e-16	2.4e-11	58.1	0.7	4	63	763	817	760	819	0.90	PREDICTED: DNA endonuclease RBBP8, partial [Eurypyga helias]	Eurypyga helias
XP_026983397.1	-	889	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.4	1.9	1	1	1.4e-16	2e-11	58.4	1.3	3	63	791	846	789	848	0.90	DNA endonuclease RBBP8 isoform X2 [Lagenorhynchus obliquidens]	Lagenorhynchus obliquidens
XP_050954092.1	-	656	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.4	2.2	1	1	3.3e-17	4.5e-12	60.4	2.2	3	63	556	611	554	613	0.90	LOW QUALITY PROTEIN: DNA endonuclease RBBP8 [Labeo rohita]	Labeo rohita
XP_036730321.1	-	795	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.4	1.2	1	1	9e-17	1.2e-11	59.1	1.2	3	63	693	752	691	754	0.91	DNA endonuclease RBBP8 isoform X4 [Balaenoptera musculus]	Balaenoptera musculus
NXF03579.1	-	925	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-12	60.4	0.8	1	1	1.7e-16	2.3e-11	58.2	0.8	4	63	828	882	825	884	0.90	CTIP endonuclease [Smithornis capensis]	Smithornis capensis
ADQ01110.1	-	897	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.9	1	1	1.5e-16	2.1e-11	58.3	0.9	3	63	799	854	797	856	0.90	retinoblastoma-binding protein 8 [Saimiri sciureus]	Saimiri sciureus
XP_039319772.1	-	897	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.9	1	1	1.5e-16	2.1e-11	58.3	0.9	3	63	799	854	797	856	0.90	DNA endonuclease RBBP8 [Saimiri boliviensis boliviensis]	Saimiri boliviensis boliviensis
XP_016067000.1	-	895	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	797	852	795	854	0.90	PREDICTED: DNA endonuclease RBBP8 isoform X1 [Miniopterus natalensis]	Miniopterus natalensis
NWQ76303.1	-	913	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.8	1	1	2e-16	2.8e-11	57.9	0.8	4	63	816	870	813	872	0.90	CTIP endonuclease [Columbina picui]	Columbina picui
XP_027494550.1	-	790	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.8	1	1	1.4e-16	1.9e-11	58.4	0.8	4	63	693	747	690	749	0.90	DNA endonuclease RBBP8 isoform X2 [Corapipo altera]	Corapipo altera
XP_005329092.1	-	894	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.8	1	1	1.8e-16	2.5e-11	58.0	0.8	4	63	797	851	794	853	0.90	DNA endonuclease RBBP8 isoform X2 [Ictidomys tridecemlineatus]	Ictidomys tridecemlineatus
NWR16971.1	-	922	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.6	1	1	2.1e-16	2.9e-11	57.8	0.6	4	63	825	879	822	881	0.90	CTIP endonuclease [Emberiza fucata]	Emberiza fucata
XP_035126626.1	-	800	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.9	1	1	1.3e-16	1.8e-11	58.5	0.9	3	63	702	757	700	759	0.90	DNA endonuclease RBBP8 isoform X6 [Callithrix jacchus]	Callithrix jacchus
NXN94910.1	-	917	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.4	1	1	1.6e-16	2.1e-11	58.3	0.4	3	63	819	874	817	876	0.90	CTIP endonuclease [Rhinopomastus cyanomelas]	Rhinopomastus cyanomelas
XP_043834884.1	-	898	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.8	1	1	1.6e-16	2.2e-11	58.2	0.8	4	63	801	855	798	857	0.90	DNA endonuclease RBBP8 isoform X1 [Dromiciops gliroides]	Dromiciops gliroides
NXI18671.1	-	793	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-12	60.4	0.8	1	1	1.4e-16	1.9e-11	58.4	0.8	4	63	696	750	693	752	0.90	CTIP endonuclease [Irena cyanogastra]	Irena cyanogastra
NXO34440.1	-	926	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-12	60.4	0.7	1	1	1.9e-16	2.7e-11	58.0	0.7	4	63	829	883	826	885	0.90	CTIP endonuclease [Locustella ochotensis]	Locustella ochotensis
NXC40275.1	-	909	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-12	60.4	0.7	1	1	1.9e-16	2.6e-11	58.0	0.7	4	63	812	866	809	868	0.90	CTIP endonuclease [Penelope pileata]	Penelope pileata
KAF2985222.1	-	930	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-12	60.4	0.6	1	1	2.1e-16	2.9e-11	57.8	0.6	4	63	833	887	830	889	0.90	hypothetical protein EK904_007536 [Melospiza melodia maxima]	Melospiza melodia maxima
XP_030830517.1	-	1028	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-12	60.4	3.6	1	1	4.1e-17	5.7e-12	60.1	0.5	3	62	922	978	920	981	0.91	uncharacterized protein LOC100893167 [Strongylocentrotus purpuratus]	Strongylocentrotus purpuratus
XP_013215679.1	-	896	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-12	60.4	0.8	1	1	1.8e-16	2.5e-11	58.0	0.8	4	63	799	853	796	855	0.90	DNA endonuclease RBBP8 isoform X1 [Ictidomys tridecemlineatus]	Ictidomys tridecemlineatus
XP_019596828.1	-	926	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-12	60.4	0.7	1	1	1.7e-16	2.3e-11	58.2	0.7	3	63	828	883	826	885	0.90	PREDICTED: DNA endonuclease RBBP8 isoform X1 [Rhinolophus sinicus]	Rhinolophus sinicus
XP_036989994.2	-	897	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-12	60.4	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	799	854	797	856	0.90	DNA endonuclease RBBP8 isoform X1 [Artibeus jamaicensis]	Artibeus jamaicensis
KAF0758433.1	-	394	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-12	60.4	2.5	1	1	9.4e-17	1.3e-11	59.0	2.5	3	63	334	393	332	394	0.94	Uncharacterized protein FWK35_00015522 [Aphis craccivora]	Aphis craccivora
NXQ17679.1	-	806	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-12	60.4	0.8	1	1	1.4e-16	1.9e-11	58.4	0.8	4	63	709	763	706	765	0.90	CTIP endonuclease [Peucedramus taeniatus]	Peucedramus taeniatus
XP_040840726.1	-	896	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.8e-12	60.4	0.7	1	1	1.3e-16	1.8e-11	58.5	0.7	3	63	798	853	796	855	0.92	DNA endonuclease RBBP8 [Ochotona curzoniae]	Ochotona curzoniae
XP_028335700.1	-	891	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.8e-12	60.4	2.4	1	1	1e-16	1.4e-11	58.8	1.2	3	63	789	848	787	850	0.91	DNA endonuclease RBBP8 isoform X1 [Physeter catodon]	Physeter catodon
NXF17201.1	-	913	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.8e-12	60.4	0.7	1	1	2.1e-16	2.9e-11	57.8	0.7	4	63	816	870	813	872	0.90	CTIP endonuclease [Rhodinocichla rosea]	Rhodinocichla rosea
XP_024613679.1	-	889	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.8e-12	60.4	1.1	1	1	2.3e-16	3.1e-11	57.8	1.1	3	63	791	846	789	848	0.90	DNA endonuclease RBBP8 isoform X1 [Neophocaena asiaeorientalis asiaeorientalis]	Neophocaena asiaeorientalis asiaeorientalis
NXB65007.1	-	915	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.8e-12	60.3	0.6	1	1	2.5e-16	3.4e-11	57.6	0.6	3	63	817	872	815	874	0.90	CTIP endonuclease [Struthidea cinerea]	Struthidea cinerea
XP_024436180.2	-	899	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.8e-12	60.3	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	801	856	799	858	0.90	DNA endonuclease RBBP8 isoform X1 [Desmodus rotundus]	Desmodus rotundus
NWT54787.1	-	917	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.8e-12	60.3	0.9	1	1	2.2e-16	3e-11	57.8	0.9	4	63	820	874	817	876	0.90	CTIP endonuclease [Erythrocercus mccallii]	Erythrocercus mccallii
XP_051057937.1	-	893	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.8e-12	60.3	2.3	1	1	8.5e-17	1.2e-11	59.1	0.8	3	63	795	850	793	852	0.90	DNA endonuclease RBBP8 [Phodopus roborovskii]	Phodopus roborovskii
KFW09406.1	-	868	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	0.7	1	1	1.8e-16	2.4e-11	58.1	0.7	4	63	771	825	768	827	0.90	DNA endonuclease RBBP8, partial [Eurypyga helias]	Eurypyga helias
XP_019596831.1	-	900	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	802	857	800	859	0.90	PREDICTED: DNA endonuclease RBBP8 isoform X2 [Rhinolophus sinicus]	Rhinolophus sinicus
XP_032943541.1	-	900	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	802	857	800	859	0.90	DNA endonuclease RBBP8 isoform X2 [Rhinolophus ferrumequinum]	Rhinolophus ferrumequinum
XP_034498596.1	-	850	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	0.7	1	1	1.5e-16	2.1e-11	58.3	0.7	3	63	752	807	750	809	0.90	DNA endonuclease RBBP8 isoform X2 [Ailuropoda melanoleuca]	Ailuropoda melanoleuca
XP_042125375.1	-	688	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	2.7	1	1	8.6e-17	1.2e-11	59.1	0.9	3	63	590	645	588	647	0.90	DNA endonuclease RBBP8-like [Peromyscus maniculatus bairdii]	Peromyscus maniculatus bairdii
XP_004579661.1	-	895	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	0.7	1	1	1.3e-16	1.8e-11	58.5	0.7	3	63	797	852	795	854	0.92	DNA endonuclease RBBP8 isoform X1 [Ochotona princeps]	Ochotona princeps
XP_052597486.1	-	894	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	3.5	1	1	5.2e-17	7.2e-12	59.8	1.5	3	63	796	851	794	853	0.90	DNA endonuclease RBBP8 isoform X1 [Peromyscus californicus insignis]	Peromyscus californicus insignis
XP_045881566.1	-	898	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	800	855	798	857	0.90	DNA endonuclease RBBP8 isoform X1 [Meles meles]	Meles meles
XP_003503056.1	-	883	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	3.2	1	1	1.2e-16	1.6e-11	58.7	0.9	3	63	785	840	783	842	0.90	LOW QUALITY PROTEIN: DNA endonuclease RBBP8 isoform X1 [Cricetulus griseus]	Cricetulus griseus
XP_039074025.1	-	896	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-12	60.3	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	798	853	796	855	0.90	DNA endonuclease RBBP8 [Hyaena hyaena]	Hyaena hyaena
KAI7792316.1	-	632	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5e-12	60.3	2.0	1	1	3.6e-17	5e-12	60.3	2.0	3	63	532	587	530	589	0.90	putative DNA endonuclease RBBP8 [Triplophysa rosa]	Triplophysa rosa
XP_008825196.1	-	883	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5e-12	60.3	0.8	1	1	1.8e-16	2.5e-11	58.0	0.8	4	63	786	840	783	842	0.90	DNA endonuclease RBBP8 isoform X2 [Nannospalax galili]	Nannospalax galili
XP_023597824.1	-	851	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5e-12	60.3	0.7	1	1	1.5e-16	2.1e-11	58.3	0.7	3	63	753	808	751	810	0.90	DNA endonuclease RBBP8 isoform X3 [Trichechus manatus latirostris]	Trichechus manatus latirostris
XP_032875934.1	-	777	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5e-12	60.3	1.5	1	1	1.5e-16	2.1e-11	58.3	1.5	3	63	678	733	676	735	0.88	DNA endonuclease RBBP8 isoform X3 [Amblyraja radiata]	Amblyraja radiata
XP_035386313.1	-	625	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.1e-12	60.3	1.1	1	1	3.7e-17	5.1e-12	60.3	1.1	3	63	527	582	525	584	0.90	DNA endonuclease RBBP8 isoform X2 [Electrophorus electricus]	Electrophorus electricus
XP_018422245.1	-	854	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.1e-12	60.3	0.8	1	1	2.7e-16	3.7e-11	57.5	0.8	3	63	756	811	754	813	0.89	PREDICTED: DNA endonuclease RBBP8 [Nanorana parkeri]	Nanorana parkeri
XP_032875935.1	-	777	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.1e-12	60.3	1.5	1	1	1.5e-16	2.1e-11	58.3	1.5	3	63	678	733	676	735	0.88	DNA endonuclease RBBP8 isoform X4 [Amblyraja radiata]	Amblyraja radiata
XP_029778564.1	-	895	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.1e-12	60.3	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	797	852	795	854	0.90	DNA endonuclease RBBP8 isoform X1 [Suricata suricatta]	Suricata suricatta
XP_037661900.1	-	893	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.1e-12	60.3	0.8	1	1	1.7e-16	2.3e-11	58.2	0.8	3	63	795	850	793	852	0.92	DNA endonuclease RBBP8 isoform X1 [Choloepus didactylus]	Choloepus didactylus
XP_004413788.1	-	897	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.1e-12	60.3	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	799	854	797	856	0.90	PREDICTED: DNA endonuclease RBBP8 isoform X1 [Odobenus rosmarus divergens]	Odobenus rosmarus divergens
XP_035386312.1	-	635	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.3	1.1	1	1	3.8e-17	5.2e-12	60.3	1.1	3	63	537	592	535	594	0.90	DNA endonuclease RBBP8 isoform X1 [Electrophorus electricus]	Electrophorus electricus
XP_045881577.1	-	816	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.3	0.7	1	1	1.4e-16	2e-11	58.4	0.7	3	63	718	773	716	775	0.90	DNA endonuclease RBBP8 isoform X2 [Meles meles]	Meles meles
XP_051630992.1	-	790	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.3	0.8	1	1	1.4e-16	1.9e-11	58.4	0.8	4	63	693	747	690	749	0.90	DNA endonuclease RBBP8 isoform X2 [Manacus candei]	Manacus candei
XP_049605456.1	-	606	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	1.6	1	1	3.8e-17	5.2e-12	60.2	1.6	3	63	506	561	504	563	0.89	DNA endonuclease RBBP8 isoform X2 [Syngnathus scovelli]	Syngnathus scovelli
XP_025742548.1	-	897	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	799	854	797	856	0.90	DNA endonuclease RBBP8 isoform X1 [Callorhinus ursinus]	Callorhinus ursinus
XP_049605455.1	-	607	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	1.6	1	1	3.8e-17	5.2e-12	60.2	1.6	3	63	507	562	505	564	0.89	DNA endonuclease RBBP8 isoform X1 [Syngnathus scovelli]	Syngnathus scovelli
XP_017936520.1	-	788	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	0.8	1	1	1.4e-16	1.9e-11	58.5	0.8	4	63	691	745	688	747	0.90	DNA endonuclease RBBP8 isoform X2 [Manacus vitellinus]	Manacus vitellinus
XP_027432431.2	-	896	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	798	853	796	855	0.90	DNA endonuclease RBBP8 [Zalophus californianus]	Zalophus californianus
XP_017688977.1	-	790	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	0.8	1	1	1.4e-16	1.9e-11	58.4	0.8	4	63	693	747	690	749	0.90	PREDICTED: DNA endonuclease RBBP8 isoform X2 [Lepidothrix coronata]	Lepidothrix coronata
XP_051630998.1	-	768	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	0.8	1	1	1.3e-16	1.8e-11	58.5	0.8	4	63	671	725	668	727	0.90	DNA endonuclease RBBP8 isoform X3 [Manacus candei]	Manacus candei
KAF3829904.1	-	723	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	0.7	1	1	1.2e-16	1.7e-11	58.6	0.7	3	63	625	680	623	682	0.90	hypothetical protein GH733_001855 [Mirounga leonina]	Mirounga leonina
XP_045742892.1	-	895	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	797	852	795	854	0.90	DNA endonuclease RBBP8 isoform X1 [Mirounga angustirostris]	Mirounga angustirostris
XP_025742552.1	-	862	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	0.7	1	1	1.6e-16	2.1e-11	58.3	0.7	3	63	764	819	762	821	0.90	DNA endonuclease RBBP8 isoform X2 [Callorhinus ursinus]	Callorhinus ursinus
XP_034852086.1	-	895	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-12	60.2	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	797	852	795	854	0.90	DNA endonuclease RBBP8 [Mirounga leonina]	Mirounga leonina
CAB1349596.1	-	625	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.3e-12	60.2	0.9	1	1	3.8e-17	5.3e-12	60.2	0.9	3	63	527	582	525	584	0.89	unnamed protein product [Coregonus sp. 'balchen']	Coregonus sp. 'balchen'
XP_023597823.1	-	882	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.3e-12	60.2	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	784	839	782	841	0.90	DNA endonuclease RBBP8 isoform X2 [Trichechus manatus latirostris]	Trichechus manatus latirostris
KAF0874583.1	-	896	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.3e-12	60.2	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	798	853	796	855	0.90	CTIP endonuclease, partial [Crocuta crocuta]	Crocuta crocuta
NXC96975.1	-	926	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.3e-12	60.2	1.1	1	1	2e-16	2.7e-11	57.9	1.1	4	63	829	883	826	885	0.90	CTIP endonuclease [Certhia familiaris]	Certhia familiaris
XP_032556205.1	-	790	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.3e-12	60.2	0.8	1	1	1.4e-16	1.9e-11	58.4	0.8	4	63	693	747	690	749	0.90	DNA endonuclease RBBP8 isoform X2 [Chiroxiphia lanceolata]	Chiroxiphia lanceolata
XP_032875930.1	-	813	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.4e-12	60.2	1.5	1	1	1.6e-16	2.2e-11	58.2	1.5	3	63	714	769	712	771	0.88	DNA endonuclease RBBP8 isoform X1 [Amblyraja radiata]	Amblyraja radiata
XP_004465168.1	-	894	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.4e-12	60.2	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	796	851	794	853	0.90	DNA endonuclease RBBP8 [Dasypus novemcinctus]	Dasypus novemcinctus
XP_002912701.1	-	898	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-12	60.2	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	800	855	798	857	0.90	DNA endonuclease RBBP8 isoform X1 [Ailuropoda melanoleuca]	Ailuropoda melanoleuca
XP_004387979.1	-	899	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-12	60.2	0.7	1	1	1.6e-16	2.2e-11	58.2	0.7	3	63	801	856	799	858	0.90	DNA endonuclease RBBP8 isoform X1 [Trichechus manatus latirostris]	Trichechus manatus latirostris
XP_032875933.1	-	812	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-12	60.2	1.5	1	1	1.6e-16	2.2e-11	58.3	1.5	3	63	713	768	711	770	0.88	DNA endonuclease RBBP8 isoform X2 [Amblyraja radiata]	Amblyraja radiata
CAH0482796.1	-	271	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-12	60.2	0.3	1	1	8.1e-17	1.1e-11	59.2	0.3	3	62	205	262	203	265	0.91	unnamed protein product [Peronospora belbahrii]	Peronospora belbahrii
XP_051910536.1	-	634	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-12	60.2	1.6	1	1	4e-17	5.5e-12	60.2	1.6	3	63	536	591	534	593	0.89	DNA endonuclease RBBP8 [Hippocampus zosterae]	Hippocampus zosterae
EFB13854.1	-	914	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-12	60.2	0.7	1	1	1.7e-16	2.3e-11	58.2	0.7	3	63	816	871	814	873	0.90	hypothetical protein PANDA_000438, partial [Ailuropoda melanoleuca]	Ailuropoda melanoleuca
XP_028335702.1	-	793	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-12	60.2	2.4	1	1	8.9e-17	1.2e-11	59.1	1.2	3	63	691	750	689	752	0.91	DNA endonuclease RBBP8 isoform X3 [Physeter catodon]	Physeter catodon
XP_041737616.2	-	651	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-12	60.2	0.9	1	1	4e-17	5.5e-12	60.2	0.9	3	63	553	608	551	610	0.89	DNA endonuclease RBBP8-like [Coregonus clupeaformis]	Coregonus clupeaformis
XP_019722614.1	-	638	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.6e-12	60.2	1.6	1	1	4.1e-17	5.6e-12	60.2	1.6	3	63	535	590	533	592	0.89	PREDICTED: DNA endonuclease RBBP8 [Hippocampus comes]	Hippocampus comes
